,scenario,period,action,byAddress,accountNumber,type,contractNumber,totalCost,transactionCost,contractCost,currentExpectedCost,nextExpectedCost,ProviderEarnings,providerCost,fraction
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1,2.0,0.0,deploy and publish,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,718.33630673376,708.5870773488,700.58799802368,0.0,700.58799802368,0.0,700.58799802368,0.1
2,2.0,1.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,749.08622453184,30.74991779808,714.83316405696,700.58799802368,714.83316405696,0.0,731.33791582176,0.1
3,2.0,2.0,addDataRequester,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,820.14298434432,142.540076218176,643.349847651264,71.483316405696,64.33498476512639,71.483316405696,0.0,0.1
4,2.0,3.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,845.34410705472,25.2011227104,650.2337794592639,643.349847651264,650.2337794592639,71.483316405696,756.53903853216,0.1
5,2.0,7.0,addDataRequester,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,907.55173937376,127.2310102649664,585.2104015133376,65.0233779459264,58.521040151333764,136.5066943516224,0.0,0.1
6,2.0,8.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,932.3395789968,24.78783962304,593.5981696272576,585.2104015133376,593.5981696272576,136.5066943516224,781.3268781552,0.1
7,2.0,8.0,addDataRequester,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,994.5472113158401,121.56744928176576,534.2383526645318,59.35981696272576,53.42383526645318,195.86651131434814,0.0,0.1
8,2.0,9.0,addDataRequester,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1056.75484363488,115.63146758549318,480.8145173980787,53.42383526645318,48.08145173980787,249.29034658080133,0.0,0.1
9,2.0,10.0,addDataRequester,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1118.96247595392,110.28908405884786,432.7330656582708,48.08145173980787,43.27330656582708,297.3717983206092,0.0,0.1
10,2.0,10.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1136.8801021968,61.190932808952894,389.4597590924437,43.27330656582708,38.94597590924437,340.6451048864363,0.0,0.1
11,2.0,11.0,addDataRequester,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1199.0877345158399,101.15360822828437,350.51378318319934,38.94597590924437,35.051378318319934,379.5910807956806,0.0,0.1
12,2.0,11.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1217.00536075872,52.96900456119994,315.46240486487943,35.051378318319934,31.546240486487942,414.6424591140006,0.0,0.1
13,2.0,11.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1234.9229870016,49.46386672936794,283.91616437839144,31.546240486487942,28.391616437839144,446.1886996004886,0.0,0.1
14,2.0,13.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1252.84061324448,46.309242680719144,255.5245479405523,28.391616437839144,25.552454794055233,474.5803160383277,0.0,0.1
15,2.0,14.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1270.75823948736,43.470081036935234,229.97209314649706,25.552454794055233,22.997209314649705,500.1327708323829,0.0,0.1
16,2.0,14.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1288.67586573024,40.914835557529706,206.9748838318474,22.997209314649705,20.697488383184737,523.1299801470326,0.0,0.1
17,2.0,14.0,renewToken,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1306.59349197312,38.61511462606474,186.27739544866265,20.697488383184737,18.627739544866266,543.8274685302174,0.0,0.1
18,2.0,15.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1324.511118216,36.54536578799208,167.64965590379637,18.627739544866266,16.76496559037964,562.4552080750835,0.0,0.1
19,2.0,15.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1342.4287444588801,34.682591833259636,150.88469031341674,16.76496559037964,15.088469031341674,579.2201736654632,0.0,0.1
20,2.0,16.0,addDataRequester,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1404.63637677792,77.29610135038168,135.79622128207507,15.088469031341674,13.579622128207506,594.308642696805,0.0,0.1
21,2.0,17.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1440.65911444416,36.02273766624,153.15695350831507,135.79622128207507,153.15695350831507,594.308642696805,817.34961582144,0.1
22,2.0,17.0,addDataRequester,0x27F82fD9E21a3758737Cf3BCCA9652064186107C,8.0,requester,0.0,1502.8667467632,77.5233276698715,137.84125815748357,15.315695350831506,13.784125815748355,609.6243380476365,0.0,0.1
23,2.0,17.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1520.78437300608,31.70175205887418,124.05713234173521,13.784125815748355,12.40571323417352,623.4084638633848,0.0,0.1
24,2.0,18.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1555.8132043958399,35.02883138976,142.6023457609352,124.05713234173521,142.6023457609352,623.4084638633848,852.3784472112,0.1
25,2.0,18.0,addDataRequester,0x6eEA265cd899aE17Cf588744E4C7Fe31e3258E85,9.0,requester,0.0,1618.0208367148798,76.46786689513353,128.34211118484168,14.26023457609352,12.834211118484168,637.6686984394782,0.0,0.1
26,2.0,18.0,renewToken,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1635.9384629577598,30.75183736160999,115.50790006635752,12.834211118484168,11.550790006635749,650.5029095579624,0.0,0.1
27,2.0,19.0,addDataRequester,0xE17087878F32b8dAba31B9c7A2c8de6e7DE1478E,10.0,requester,0.0,1698.1460952767998,73.75842232567575,103.95711005972176,11.550790006635749,10.395711005972176,662.0536995645982,0.0,0.1
28,2.0,19.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1716.0637215196798,28.313337249098,93.5613990537496,10.395711005972176,9.356139905374958,672.4494105705704,0.0,0.1
29,2.0,20.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1733.9813477625598,27.27376614850078,84.20525914837464,9.356139905374958,8.420525914837464,681.8055504759453,0.0,0.1
