,scenario,period,action,byAddress,accountNumber,type,contractNumber,totalCost,transactionCost,contractCost,currentExpectedCost,nextExpectedCost,ProviderEarnings,providerCost,fraction,Cost,Cost type
941,2.0,93.0,renewToken,0x2fab64d92680ea45ab47c6A8b75464D44dd7b771,21.0,requester,0.0,11817.927147948378,18.7478888480804,15.774989498807582,0.8302626052003973,0.7887494749403776,1515.6613101619923,1955.39973924672,0.05,18.7478888480804,Base cost
942,2.0,93.0,renewToken,0xf525762bf2BEde2a42D7946353a3a1f9adCFDA8D,24.0,requester,0.0,11835.844774191257,18.70637571782038,14.986240023867206,0.7887494749403776,0.7493120011933587,1516.4500596369328,1955.39973924672,0.05,18.70637571782038,Base cost
943,2.0,93.0,renewToken,0x51b1027c7a43E904209d1be9137d7d2350e45fA9,28.0,requester,0.0,11853.762400434136,18.66693824407336,14.236928022673844,0.7493120011933587,0.7118464011336912,1517.1993716381262,1955.39973924672,0.05,18.66693824407336,Base cost
944,2.0,93.0,renewToken,0xFed5db3907e9019A3ad89d49C3644C1ECBF10883,43.0,requester,0.0,11871.680026677015,18.629472644259515,13.525081621540156,0.7118464011336912,0.6762540810770062,1517.91121803926,1955.39973924672,0.05,18.629472644259515,Base cost
945,2.0,93.0,renewToken,0x29e4Ea57f11d08eD62Ba52fCd6D206FD94D2e1c3,53.0,requester,0.0,11889.597652919894,18.59388032395701,12.848827540463148,0.6762540810770062,0.642441377023156,1518.5874721203368,1955.39973924672,0.05,18.59388032395701,Base cost
946,2.0,94.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,11993.063024404692,103.4653714848,91.00530632318316,12.848827540463148,91.00530632318316,1518.5874721203368,2058.86511073152,0.05,103.4653714848,Base cost
947,2.0,94.0,addDataRequester,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,12055.270656723733,66.75789763519916,86.455041007024,4.550265316159156,4.322752050351199,1523.137737436496,2058.86511073152,0.05,66.75789763519916,Base cost
948,2.0,94.0,renewToken,0xf525762bf2BEde2a42D7946353a3a1f9adCFDA8D,24.0,requester,0.0,12073.188282966612,22.240378293477026,82.1322889566728,4.322752050351199,4.106614447833638,1527.460489486847,2058.86511073152,0.05,22.240378293477026,Base cost
949,2.0,94.0,renewToken,0xE6AF8388ed91544d69943ddF7efcD65E00B873Ee,29.0,requester,0.0,12091.105909209493,22.024240690959463,78.02567450883915,4.106614447833638,3.901283725441957,1531.567103934681,2058.86511073152,0.05,22.024240690959463,Base cost
950,2.0,94.0,renewToken,0x452569a946C96C3b178e1bd92600A779536eFf8A,40.0,requester,0.0,12109.02353545237,21.81890996856778,74.12439078339719,3.901283725441957,3.7062195391698594,1535.4683876601227,2058.86511073152,0.05,21.81890996856778,Base cost
951,2.0,94.0,renewToken,0xaA130F5ed62E47aBd2Fc325660cD052eF894169D,41.0,requester,0.0,12126.94116169525,21.62384578229568,70.41817124422734,3.7062195391698594,3.5209085622113663,1539.1746071992925,2058.86511073152,0.05,21.62384578229568,Base cost
952,2.0,94.0,renewToken,0x2cA3c00C62F01335F99A68a372eEebb6C5552768,42.0,requester,0.0,12144.858787938128,21.43853480533719,66.89726268201596,3.5209085622113663,3.344863134100797,1542.695515761504,2058.86511073152,0.05,21.43853480533719,Base cost
953,2.0,94.0,renewToken,0xac16EfE5cb7617F6CB44755658E00aE754D4CcD2,45.0,requester,0.0,12162.776414181008,21.262489377226625,63.55239954791517,3.344863134100797,3.177619977395758,1546.0403788956048,2058.86511073152,0.05,21.262489377226625,Base cost
954,2.0,94.0,renewToken,0x1D8F6f0f7ED9f0282E9fc42E1ca64b9e8D0CA6A4,51.0,requester,0.0,12180.694040423889,21.09524622052158,60.37477957051941,3.177619977395758,3.01873897852597,1549.2179988730004,2058.86511073152,0.05,21.09524622052158,Base cost
955,2.0,94.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,12198.611666666766,20.9363652216518,57.35604059199344,3.01873897852597,2.867802029599672,1552.2367378515266,2058.86511073152,0.05,20.9363652216518,Base cost
956,2.0,94.0,renewToken,0x16cAc3adC5eAa4d6943fFfAE79aE849C77Df2695,55.0,requester,0.0,12216.529292909643,20.785428272725497,54.488238562393775,2.867802029599672,2.724411928119689,1555.104539881126,2058.86511073152,0.05,20.785428272725497,Base cost
957,2.0,94.0,renewToken,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,12234.446919152524,20.64203817099969,51.76382663427409,2.724411928119689,2.588191331713704,1557.8289518092458,2058.86511073152,0.05,20.64203817099969,Base cost
958,2.0,95.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,12315.290108771404,80.84318961888,116.25440308899408,51.76382663427409,116.25440308899408,1557.8289518092458,2139.7083003504,0.05,80.84318961888,Base cost
959,2.0,95.0,renewToken,0xDa6AaEBc5e56DCa69db4e6394048d0aEC37a8515,18.0,requester,0.0,12333.207735014284,23.730346397575527,110.44168293454436,5.812720154449703,5.522084146727219,1563.6416719636954,2139.7083003504,0.05,23.730346397575527,Base cost
960,2.0,95.0,renewToken,0xf525762bf2BEde2a42D7946353a3a1f9adCFDA8D,24.0,requester,0.0,12351.125361257162,23.439710389853044,104.91959878781716,5.522084146727219,5.245979939390859,1569.1637561104228,2139.7083003504,0.05,23.439710389853044,Base cost
961,2.0,95.0,renewToken,0x16dD275dDF4A0A6B3cf8Ff19aFaa4DB75BF104BF,48.0,requester,0.0,12369.04298750004,23.163606182516684,99.6736188484263,5.245979939390859,4.983680942421315,1574.4097360498135,2139.7083003504,0.05,23.163606182516684,Base cost
962,2.0,95.0,renewToken,0x643a0eE8835D803815f1ffb2FA8Ea2Ae09b85516,49.0,requester,0.0,12386.96061374292,22.90130718554714,94.689937906005,4.983680942421315,4.734496895300248,1579.393416992235,2139.7083003504,0.05,22.90130718554714,Base cost
963,2.0,95.0,renewToken,0xd79f5Db4DA8bee2bB8D1057BFf12856153e139b7,50.0,requester,0.0,12404.8782399858,22.65212313842608,89.95544101070475,4.734496895300248,4.497772050535236,1584.1279138875352,2139.7083003504,0.05,22.65212313842608,Base cost
964,2.0,95.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,12422.795866228678,22.41539829366106,85.4576689601695,4.497772050535236,4.272883448008476,1588.6256859380703,2139.7083003504,0.05,22.41539829366106,Base cost
965,2.0,95.0,renewToken,0xa3999Cd2f08CfEa140C239F567b0E1C909A8D07c,54.0,requester,0.0,12440.713492471556,22.1905096911343,81.18478551216103,4.272883448008476,4.059239275608052,1592.898569386079,2139.7083003504,0.05,22.1905096911343,Base cost
966,2.0,95.0,renewToken,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,12458.631118714437,21.97686551873388,77.12554623655298,4.059239275608052,3.856277311827649,1596.957808661687,2139.7083003504,0.05,21.97686551873388,Base cost
967,2.0,96.0,addDataRequester,0x67e9108f689A817f2b6ff7A540D123D70261b477,57.0,requester,0.0,12520.838751033476,66.06390963086766,73.26926892472534,3.856277311827649,3.6634634462362654,1600.8140859735147,2139.7083003504,0.05,66.06390963086766,Base cost
968,2.0,96.0,renewToken,0x75d7b23Dc13731fd7D4E9de9cB6add5231546Ef0,31.0,requester,0.0,12538.756377276355,21.58108968936209,69.60580547848906,3.6634634462362654,3.480290273924452,1604.477549419751,2139.7083003504,0.05,21.58108968936209,Base cost
969,2.0,96.0,renewToken,0xb17EE98b3AC03625C86d5f61dCdA2B1AF11846ee,37.0,requester,0.0,12556.674003519234,21.39791651705028,66.1255152045646,3.480290273924452,3.3062757602282296,1607.9578396936754,2139.7083003504,0.05,21.39791651705028,Base cost
970,2.0,96.0,renewToken,0xaA130F5ed62E47aBd2Fc325660cD052eF894169D,41.0,requester,0.0,12574.591629762112,21.22390200335405,62.819239444336375,3.3062757602282296,3.140961972216818,1611.2641154539035,2139.7083003504,0.05,21.22390200335405,Base cost
971,2.0,96.0,renewToken,0x2cA3c00C62F01335F99A68a372eEebb6C5552768,42.0,requester,0.0,12592.509256004992,21.05858821534264,59.67827747211956,3.140961972216818,2.9839138736059776,1614.4050774261204,2139.7083003504,0.05,21.05858821534264,Base cost
972,2.0,96.0,renewToken,0x29e4Ea57f11d08eD62Ba52fCd6D206FD94D2e1c3,53.0,requester,0.0,12610.426882247872,20.9015401167318,56.69436359851358,2.9839138736059776,2.834718179925679,1617.3889912997265,2139.7083003504,0.05,20.9015401167318,Base cost
973,2.0,96.0,renewToken,0xa3999Cd2f08CfEa140C239F567b0E1C909A8D07c,54.0,requester,0.0,12628.34450849075,20.75234442280568,53.85964541858791,2.834718179925679,2.692982270929394,1620.223709479652,2139.7083003504,0.05,20.75234442280568,Base cost
974,2.0,96.0,renewToken,0x16cAc3adC5eAa4d6943fFfAE79aE849C77Df2695,55.0,requester,0.0,12646.26213473363,20.61060851405522,51.16666314765851,2.692982270929394,2.558333157382925,1622.9166917505815,2139.7083003504,0.05,20.61060851405522,Base cost
975,2.0,96.0,renewToken,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,12664.179760976507,20.475959400262926,48.60832999027559,2.558333157382925,2.430416499513779,1625.4750249079646,2139.7083003504,0.05,20.475959400262926,Base cost
976,2.0,96.0,renewToken,0x67e9108f689A817f2b6ff7A540D123D70261b477,57.0,requester,0.0,12682.097387219388,20.34804274239378,46.17791349076181,2.430416499513779,2.30889567453809,1627.905441407478,2139.7083003504,0.05,20.34804274239378,Base cost
977,2.0,97.0,addDataRequester,0xE472Fc8D979055a53153cA0E6a0F5e97746914A5,58.0,requester,0.0,12744.305019538428,64.5165279935781,43.86901781622372,2.30889567453809,2.1934508908111847,1630.214337082016,2139.7083003504,0.05,64.5165279935781,Base cost
978,2.0,97.0,renewToken,0x81775c6aAe74C7e8393238D1D86F3a042D0e617B,30.0,requester,0.0,12762.222645781309,20.11107713393701,41.67556692541253,2.1934508908111847,2.0837783462706256,1632.4077879728277,2139.7083003504,0.05,20.11107713393701,Base cost
979,2.0,98.0,addDataRequester,0xcc793773bB3C77FC66dDF2ee7b5867Dc8AdBE10E,59.0,requester,0.0,12824.430278100346,64.29141066531062,39.59178857914191,2.0837783462706256,1.9795894289570952,1634.491566319098,2139.7083003504,0.05,64.29141066531062,Base cost
980,2.0,98.0,renewToken,0xf8B6aFdD9e57b1E976d785Db68819BEcbb4f2E8A,25.0,requester,0.0,12842.347904343223,19.89721567208292,37.612199150184814,1.9795894289570952,1.880609957509239,1636.471155748055,2139.7083003504,0.05,19.89721567208292,Base cost
981,2.0,98.0,renewToken,0x452569a946C96C3b178e1bd92600A779536eFf8A,40.0,requester,0.0,12860.265530586104,19.798236200635063,35.73158919267558,1.880609957509239,1.7865794596337785,1638.3517657055645,2139.7083003504,0.05,19.798236200635063,Base cost
982,2.0,98.0,renewToken,0x1D8F6f0f7ED9f0282E9fc42E1ca64b9e8D0CA6A4,51.0,requester,0.0,12878.183156828984,19.7042057027596,33.94500973304179,1.7865794596337785,1.697250486652089,1640.1383451651982,2139.7083003504,0.05,19.7042057027596,Base cost
983,2.0,98.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,12896.100783071864,19.61487672953209,32.247759246389705,1.697250486652089,1.6123879623194848,1641.83559565185,2139.7083003504,0.05,19.61487672953209,Base cost
984,2.0,98.0,renewToken,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,12914.018409314742,19.530014205199485,30.635371284070224,1.6123879623194848,1.5317685642035097,1643.4479836141695,2139.7083003504,0.05,19.530014205199485,Base cost
985,2.0,98.0,renewToken,0xE472Fc8D979055a53153cA0E6a0F5e97746914A5,58.0,requester,0.0,12931.93603555762,19.44939480708351,29.10360271986672,1.5317685642035097,1.4551801359933352,1644.9797521783732,2139.7083003504,0.05,19.44939480708351,Base cost
986,2.0,99.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,13025.5027580245,93.56672246688,106.30436436306672,29.10360271986672,106.30436436306672,1644.9797521783732,2233.27502281728,0.05,93.56672246688,Base cost
987,2.0,99.0,renewToken,0x30F35C0a548D5123D5EC9F968eA3Bb1417Ed2F0a,47.0,requester,0.0,13043.42038426738,23.23284446127916,100.98914614491338,5.315218218153334,5.049457307245667,1650.2949703965269,2233.27502281728,0.05,23.23284446127916,Base cost
988,2.0,99.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,13061.33801051026,22.96708355037149,95.9396888376677,5.049457307245667,4.796984441883385,1655.3444277037722,2233.27502281728,0.05,22.96708355037149,Base cost
989,2.0,99.0,renewToken,0x16cAc3adC5eAa4d6943fFfAE79aE849C77Df2695,55.0,requester,0.0,13079.255636753138,22.71461068500921,91.14270439578432,4.796984441883385,4.557135219789215,1660.1414121456555,2233.27502281728,0.05,22.71461068500921,Base cost
990,2.0,99.0,renewToken,0x67e9108f689A817f2b6ff7A540D123D70261b477,57.0,requester,0.0,13097.173262996015,22.47476146291504,86.5855691759951,4.557135219789215,4.329278458799755,1664.698547365445,2233.27502281728,0.05,22.47476146291504,Base cost
991,2.0,99.0,renewToken,0xE472Fc8D979055a53153cA0E6a0F5e97746914A5,58.0,requester,0.0,13115.090889238896,22.24690470192558,82.25629071719536,4.329278458799755,4.112814535859767,1669.0278258242447,2233.27502281728,0.05,22.24690470192558,Base cost
992,2.0,100.0,addDataRequester,0xD9CFaBFb3293ac97BE255Ae6840267B4C2181AA9,60.0,requester,0.0,13177.298521557936,66.32044685489977,78.14347618133559,4.112814535859767,3.907173809066779,1673.1406403601045,2233.27502281728,0.05,66.32044685489977,Base cost
993,2.0,100.0,renewToken,0x6eEA265cd899aE17Cf588744E4C7Fe31e3258E85,9.0,requester,0.0,13195.216147800817,21.824800052192604,74.23630237226881,3.907173809066779,3.71181511861344,1677.047814169171,2233.27502281728,0.05,21.824800052192604,Base cost
994,2.0,100.0,renewToken,0xac16EfE5cb7617F6CB44755658E00aE754D4CcD2,45.0,requester,0.0,13213.133774043694,21.629441361739264,70.52448725365537,3.71181511861344,3.5262243626827683,1680.7596292877847,2233.27502281728,0.05,21.629441361739264,Base cost
995,2.0,101.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,13296.178709536174,83.04493549248001,137.10384883381536,70.52448725365537,137.10384883381536,1680.7596292877847,2316.31995830976,0.05,83.04493549248001,Base cost
996,2.0,101.0,addDataRequester,0xf8ce67a0b4e9F4F15881EBfD3Eab457487C51D9f,61.0,requester,0.0,13358.386341855214,69.06282476073076,130.2486563921246,6.855192441690768,6.51243281960623,1687.6148217294754,2316.31995830976,0.05,69.06282476073076,Base cost
997,2.0,101.0,renewToken,0xac16EfE5cb7617F6CB44755658E00aE754D4CcD2,45.0,requester,0.0,13376.303968098093,24.43005906273205,123.73622357251836,6.51243281960623,6.186811178625917,1694.1272545490815,2316.31995830976,0.05,24.43005906273205,Base cost
998,2.0,101.0,renewToken,0x16dD275dDF4A0A6B3cf8Ff19aFaa4DB75BF104BF,48.0,requester,0.0,13394.221594340972,24.10443742175174,117.54941239389244,6.186811178625917,5.877470619694622,1700.3140657277074,2316.31995830976,0.05,24.10443742175174,Base cost
999,2.0,101.0,renewToken,0xd79f5Db4DA8bee2bB8D1057BFf12856153e139b7,50.0,requester,0.0,13412.139220583853,23.795096862820447,111.67194177419783,5.877470619694622,5.583597088709891,1706.1915363474022,2316.31995830976,0.05,23.795096862820447,Base cost
1000,2.0,101.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,13430.05684682673,23.50122333183572,106.08834468548794,5.583597088709891,5.304417234274395,1711.775133436112,2316.31995830976,0.05,23.50122333183572,Base cost
1001,2.0,101.0,renewToken,0x9Ba4De01b5B5C0dDaccb6B6f702Bb41c08CB4313,56.0,requester,0.0,13447.97447306961,23.22204347740022,100.78392745121354,5.304417234274395,5.039196372560676,1717.0795506703864,2316.31995830976,0.05,23.22204347740022,Base cost
1002,2.0,101.0,renewToken,0xcc793773bB3C77FC66dDF2ee7b5867Dc8AdBE10E,59.0,requester,0.0,13465.892099312488,22.9568226156865,95.74473107865288,5.039196372560676,4.787236553932642,1722.118747042947,2316.31995830976,0.05,22.9568226156865,Base cost
1003,2.0,102.0,addDataRequester,0x39302E1B50E97E2d633C48FF9979961E6EB8a908,62.0,requester,0.0,13528.099731631528,66.99486887297265,90.95749452472022,4.787236553932642,4.547874726236011,1726.9059835968797,2316.31995830976,0.05,66.99486887297265,Base cost
1004,2.0,102.0,renewToken,0x5F180b2f4750258566513c63381F04105bAAceeD,11.0,requester,0.0,13546.017357874409,22.46550096936184,86.40961979848421,4.547874726236011,4.320480989924209,1731.4538583231158,2316.31995830976,0.05,22.46550096936184,Base cost
1005,2.0,102.0,renewToken,0x41080cec6c42Df6f25C59605Ee2a0a4AA252BE90,16.0,requester,0.0,13563.934984117286,22.23810723305004,82.08913880856001,4.320480989924209,4.104456940428,1735.7743393130395,2316.31995830976,0.05,22.23810723305004,Base cost
1006,2.0,102.0,renewToken,0x91BA4B9E0300A0594EF96D13ca0E3301f6527550,35.0,requester,0.0,13581.852610360163,22.022083183553825,77.984681868132,4.104456940428,3.8992340934066,1739.878796253468,2316.31995830976,0.05,22.022083183553825,Base cost
1007,2.0,102.0,renewToken,0xE5a872E84C4dfdEB0D69280Ec575273aC93E4423,36.0,requester,0.0,13599.770236603044,21.816860336532425,74.08544777472541,3.8992340934066,3.704272388736269,1743.7780303468746,2316.31995830976,0.05,21.816860336532425,Base cost
1008,2.0,102.0,renewToken,0x7b20035D3912b73EA6493A4c51bB2102F35A1eDe,46.0,requester,0.0,13617.687862845924,21.62189863186209,70.38117538598914,3.704272388736269,3.5190587692994564,1747.482302735611,2316.31995830976,0.05,21.62189863186209,Base cost
1009,2.0,102.0,renewToken,0x5159FFb43bBDb6DDeAaF61Acc56FCCB1257E605C,52.0,requester,0.0,13635.605489088804,21.436685012179456,66.86211661668968,3.5190587692994564,3.343105830834484,1751.0013615049104,2316.31995830976,0.05,21.436685012179456,Base cost
1010,2.0,102.0,renewToken,0xf8ce67a0b4e9F4F15881EBfD3Eab457487C51D9f,61.0,requester,0.0,13653.523115331682,21.26073207371449,63.5190107858552,3.343105830834484,3.17595053929276,1754.3444673357449,2316.31995830976,0.05,21.26073207371449,Base cost
1011,2.0,102.0,renewToken,0x39302E1B50E97E2d633C48FF9979961E6EB8a908,62.0,requester,0.0,13671.44074157456,21.09357678217276,60.343060246562445,3.17595053929276,3.0171530123281203,1757.5204178750375,2316.31995830976,0.05,21.09357678217276,Base cost
1012,2.0,0.0,deploy and publish,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,723.23662802976,708.5870773488,705.48831931968,0.0,705.48831931968,0.0,705.48831931968,0.1,708.5870773488,Base cost
1013,2.0,3.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,750.29962565376,27.062997624,716.02580215296,705.48831931968,716.02580215296,0.0,732.55131694368,0.1,27.062997624,Base cost
1014,2.0,4.0,addDataRequester,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,821.35638546624,142.65934002777598,644.423221937664,71.60258021529599,64.44232219376639,71.60258021529599,732.55131694368,0.1,142.65934002777598,Base cost
1015,2.0,5.0,addDataRequester,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,883.56401778528,126.6499545128064,579.9808997438977,64.44232219376639,57.99808997438976,136.0449024090624,732.55131694368,0.1,126.6499545128064,Base cost
1016,2.0,6.0,addDataRequester,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,945.77165010432,120.20572229342976,521.9828097695078,57.99808997438976,52.198280976950784,194.04299238345217,732.55131694368,0.1,120.20572229342976,Base cost
1017,2.0,8.0,addDataRequester,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1007.97928242336,114.4059132959908,469.784528792557,52.198280976950784,46.978452879255705,246.2412733604029,732.55131694368,0.1,114.4059132959908,Base cost
1018,2.0,8.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1025.89690866624,64.8960791221357,422.80607591330136,46.978452879255705,42.28060759133014,293.21972623965866,732.55131694368,0.1,64.8960791221357,Base cost
1019,2.0,8.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1043.81453490912,60.19823383421014,380.5254683219712,42.28060759133014,38.05254683219712,335.5003338309888,732.55131694368,0.1,60.19823383421014,Base cost
1020,2.0,11.0,addDataRequester,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1106.02216722816,100.26017915123712,342.4729214897741,38.05254683219712,34.24729214897741,373.5528806631859,732.55131694368,0.1,100.26017915123712,Base cost
1021,2.0,11.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1123.93979347104,52.16491839185741,308.2256293407967,34.24729214897741,30.822562934079667,407.80017281216334,732.55131694368,0.1,52.16491839185741,Base cost
1022,2.0,11.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1141.85741971392,48.74018917695967,277.403066406717,30.822562934079667,27.7403066406717,438.622735746243,732.55131694368,0.1,48.74018917695967,Base cost
1023,2.0,12.0,addDataRequester,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1204.06505203296,89.9479389597117,249.6627597660453,27.7403066406717,24.96627597660453,466.3630423869147,732.55131694368,0.1,89.9479389597117,Base cost
1024,2.0,13.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1246.86308638944,42.79803435648,265.8255395503653,249.6627597660453,265.8255395503653,466.3630423869147,775.34935130016,0.1,42.79803435648,Base cost
1025,2.0,13.0,addDataRequester,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1309.07071870848,88.79018627407653,239.2429855953288,26.58255395503653,23.924298559532875,492.9455963419512,775.34935130016,0.1,88.79018627407653,Base cost
1026,2.0,13.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1326.98834495136,41.841924802658696,215.31868703579588,23.924298559532875,21.53186870357959,516.8698949014841,775.34935130016,0.1,41.841924802658696,Base cost
1027,2.0,14.0,addDataRequester,0x27F82fD9E21a3758737Cf3BCCA9652064186107C,8.0,requester,0.0,1389.1959772704,83.73950102261959,193.7868183322163,21.53186870357959,19.37868183322163,538.4017636050637,775.34935130016,0.1,83.73950102261959,Base cost
1028,2.0,14.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1407.11360351328,37.29630807634745,174.40813649899468,19.37868183322163,17.440813649899468,557.7804454382853,775.34935130016,0.1,37.29630807634745,Base cost
1029,2.0,14.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1425.03122975616,35.35843989302529,156.9673228490952,17.440813649899468,15.69673228490952,575.2212590881848,775.34935130016,0.1,35.35843989302529,Base cost
1030,2.0,14.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1442.94885599904,33.61435852803534,141.27059056418568,15.69673228490952,14.127059056418569,590.9179913730943,775.34935130016,0.1,33.61435852803534,Base cost
1031,2.0,14.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1460.86648224192,32.04468529954439,127.14353150776714,14.127059056418569,12.714353150776711,605.0450504295129,775.34935130016,0.1,32.04468529954439,Base cost
1032,2.0,15.0,addDataRequester,0x6eEA265cd899aE17Cf588744E4C7Fe31e3258E85,9.0,requester,0.0,1523.07411456096,74.92198546981672,114.4291783569904,12.714353150776711,11.44291783569904,617.7594035802896,775.34935130016,0.1,74.92198546981672,Base cost
1033,2.0,15.0,renewToken,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1540.99174080384,29.360544078824866,102.98626052129136,11.44291783569904,10.298626052129135,629.2023214159886,775.34935130016,0.1,29.360544078824866,Base cost
1034,2.0,15.0,renewToken,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1558.90936704672,28.21625229500913,92.68763446916223,10.298626052129135,9.26876344691622,639.5009474681177,775.34935130016,0.1,28.21625229500913,Base cost
1035,2.0,15.0,renewToken,0x27F82fD9E21a3758737Cf3BCCA9652064186107C,8.0,requester,0.0,1576.8269932896,27.186389689796226,83.41887102224601,9.26876344691622,8.3418871022246,648.769710915034,775.34935130016,0.1,27.186389689796226,Base cost
1036,2.0,16.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1594.74461953248,26.2595133451046,75.0769839200214,8.3418871022246,7.50769839200214,657.1115980172586,775.34935130016,0.1,26.2595133451046,Base cost
1037,2.0,16.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1612.66224577536,25.42532463488214,67.56928552801928,7.50769839200214,6.756928552801927,664.6192964092608,775.34935130016,0.1,25.42532463488214,Base cost
1038,2.0,16.0,renewToken,0x6eEA265cd899aE17Cf588744E4C7Fe31e3258E85,9.0,requester,0.0,1630.5798720182402,24.674554795681928,60.81235697521735,6.756928552801927,6.081235697521733,671.3762249620626,775.34935130016,0.1,24.674554795681928,Base cost
1039,2.0,17.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1675.0338812812802,44.45400926304,87.62928802417734,60.81235697521735,87.62928802417734,671.3762249620626,819.8033605632,0.1,44.45400926304,Base cost
1040,2.0,17.0,addDataRequester,0xE17087878F32b8dAba31B9c7A2c8de6e7DE1478E,10.0,requester,0.0,1737.24151360032,70.97056112145773,78.86635922175961,8.762928802417733,7.88663592217596,680.1391537644804,819.8033605632,0.1,70.97056112145773,Base cost
1041,2.0,17.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1755.1591398432,25.804262165301783,70.97972329958365,7.88663592217596,7.097972329958364,688.0257896866564,819.8033605632,0.1,25.804262165301783,Base cost
1042,2.0,17.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1773.0767660860802,25.015598573084187,63.88175096962529,7.097972329958364,6.388175096962529,695.1237620166147,819.8033605632,0.1,25.015598573084187,Base cost
1043,2.0,17.0,renewToken,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1790.9943923289602,24.305801340088355,57.49357587266277,6.388175096962529,5.749357587266275,701.5119371135772,819.8033605632,0.1,24.305801340088355,Base cost
1044,2.0,17.0,renewToken,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1808.91201857184,23.6669838303921,51.744218285396485,5.749357587266275,5.174421828539647,707.2612947008436,819.8033605632,0.1,23.6669838303921,Base cost
1045,2.0,17.0,renewToken,0xE17087878F32b8dAba31B9c7A2c8de6e7DE1478E,10.0,requester,0.0,1826.8296448147205,23.092048071419647,46.56979645685684,5.174421828539647,4.656979645685683,712.4357165293832,819.8033605632,0.1,23.092048071419647,Base cost
