,scenario,period,action,byAddress,accountNumber,type,contractNumber,totalCost,transactionCost,contractCost,currentExpectedCost,nextExpectedCost,ProviderEarnings,providerCost,fraction
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1,2.0,0.0,deploy and publish,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,723.23662802976,708.5870773488,705.48831931968,0.0,705.48831931968,0.0,705.48831931968,0.01
2,2.0,1.0,addDataRequester,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,794.29338784224,78.1116430056768,698.4334361264832,7.054883193196799,6.984334361264832,7.054883193196799,0.0,0.01
3,2.0,2.0,addDataRequester,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,856.50102016128,69.19196668030483,691.4491017652183,6.984334361264832,6.914491017652184,14.039217554461631,0.0,0.01
4,2.0,3.0,addDataRequester,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,918.7086524803201,69.12212333669218,684.5346107475661,6.914491017652184,6.845346107475662,20.953708572113815,0.0,0.01
5,2.0,4.0,addDataRequester,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,980.9162847993601,69.05297842651566,677.6892646400905,6.845346107475662,6.776892646400905,27.799054679589478,0.0,0.01
6,2.0,4.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,998.8339110422402,24.694518889280907,670.9123719936897,6.776892646400905,6.709123719936895,34.575947325990384,0.0,0.01
7,2.0,6.0,addDataRequester,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1061.0415433612802,68.9167560389769,664.2032482737527,6.709123719936895,6.642032482737526,41.285071045927275,0.0,0.01
8,2.0,6.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1078.9591696041603,24.559658725617528,657.5612157910151,6.642032482737526,6.575612157910152,47.9271035286648,0.0,0.01
9,2.0,6.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1096.8767958470403,24.493238400790155,650.985603633105,6.575612157910152,6.50985603633105,54.50271568657495,0.0,0.01
10,2.0,7.0,renewToken,0x2aD1e0fAC9d6D523Fb1f21aE1Bc6acA09dD60c7F,3.0,requester,0.0,1114.7944220899203,24.427482279211052,644.475747596774,6.50985603633105,6.444757475967739,61.01257172290601,0.0,0.01
11,2.0,8.0,addDataRequester,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1177.0020544089602,68.65238979500774,638.0309901208062,6.444757475967739,6.380309901208062,67.45732919887374,0.0,0.01
12,2.0,8.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1194.9196806518403,24.297936144088062,631.6506802195983,6.380309901208062,6.31650680219598,73.8376391000818,0.0,0.01
13,2.0,8.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1212.8373068947203,24.234133045075982,625.3341734174022,6.31650680219598,6.253341734174022,80.15414590227778,0.0,0.01
14,2.0,8.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1230.7549331376003,24.170967977054023,619.0808316832282,6.253341734174022,6.19080831683228,86.4074876364518,0.0,0.01
15,2.0,8.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1248.6725593804804,24.10843455971228,612.8900233663959,6.19080831683228,6.128900233663958,92.59829595328408,0.0,0.01
16,2.0,10.0,addDataRequester,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1310.8801916995203,68.33653255270396,606.761123132732,6.128900233663958,6.067611231327319,98.72719618694805,0.0,0.01
17,2.0,11.0,addDataRequester,0x27F82fD9E21a3758737Cf3BCCA9652064186107C,8.0,requester,0.0,1373.0878240185602,68.27524355036732,600.6935119014047,6.067611231327319,6.006935119014044,104.79480741827537,0.0,0.01
18,2.0,11.0,renewToken,0x3c93550555cDD5218bB2923008b3Fb4ea6Ee4618,4.0,requester,0.0,1391.0054502614403,23.924561361894046,594.6865767823906,6.006935119014044,5.946865767823905,110.8017425372894,0.0,0.01
19,2.0,11.0,renewToken,0xf12C911960968c187090b52998a3597b35BC2619,5.0,requester,0.0,1408.9230765043203,23.864492010703906,588.7397110145668,5.946865767823905,5.887397110145665,116.74860830511331,0.0,0.01
20,2.0,11.0,renewToken,0x172bE1ee3f659A83a9C307fafafA51c9F91954Ae,6.0,requester,0.0,1426.8407027472003,23.805023353025668,582.8523139044211,5.887397110145665,5.82852313904421,122.63600541525898,0.0,0.01
21,2.0,12.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1468.0732296672004,41.23252692,606.822362202981,582.8523139044211,606.822362202981,122.63600541525898,746.72084623968,0.01
22,2.0,12.0,addDataRequester,0x6eEA265cd899aE17Cf588744E4C7Fe31e3258E85,9.0,requester,0.0,1530.2808619862403,68.2758559410698,600.7541385809512,6.0682236220298105,6.007541385809512,128.7042290372888,0.0,0.01
23,2.0,12.0,renewToken,0xbf7ca7e607516Cd0F1b94a6C77F45fbFD936949C,1.0,requester,0.0,1548.1984882291204,23.925167628935338,594.7465971951417,6.007541385809512,5.9474659719514165,134.7117704230983,0.0,0.01
24,2.0,12.0,renewToken,0x43e196C418b4b7Ebf71ba534042cC8907bd39dc9,2.0,requester,0.0,1566.1161144720004,23.86509221507724,588.7991312231903,5.9474659719514165,5.887991312231902,140.6592363950497,0.0,0.01
25,2.0,12.0,renewToken,0x515f90440fA63377d7451E58B3be334F9393Ad74,7.0,requester,0.0,1584.0337407148804,23.805617555357724,582.9111399109584,5.887991312231902,5.829111399109583,146.54722770728162,0.0,0.01
26,2.0,13.0,update,0x92D44e8579620F2Db88A12E70FE38e8CDB3541BA,0.0,provider,0.0,1623.1029580771203,39.069217362239996,602.6111730575184,582.9111399109584,602.6111730575184,146.54722770728162,785.79006360192,0.01
27,2.0,13.0,addDataRequester,0xE17087878F32b8dAba31B9c7A2c8de6e7DE1478E,10.0,requester,0.0,1685.3105903961603,68.23374404961518,596.5850613269431,6.026111730575183,5.9658506132694304,152.57333943785682,0.0,0.01
